Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
53076,1.29623080363477,0.417447287721689,0.193963067987499,0.901644194576026,0.13053136701763,-0.371634020776762,0.158125823740231,-0.202668656827626,-0.0795117562857989,-0.0450882478448673,-0.876737591678351,0.687487636238951,1.5747177026257,-0.00779123029058128,0.948315691837591,0.37715383740261,-0.868182736046053,-0.0671351121445059,-0.0644929660672327,-0.0295593500917474,-0.112113509551068,-0.2200020323662,-0.121021883862135,-0.440454448442227,0.671540040565908,-0.413518433654353,0.0328380408333744,0.0206001971066775,1.18,-1
102114,-28.2550528932108,21.4672029942752,-26.8713387797136,11.7374361361796,-17.9996302850189,6.0659013519233,-41.5067960832574,-38.9872627434095,-13.4340663182301,-24.4031849699728,3.40932261990014,-9.60826735632918,-3.07631796817408,0.240060357919937,-2.83667693195872,-6.594756991638,-12.9575309948449,-5.61352195004329,-0.248828402209821,10.4407179813405,-21.4537362781468,8.36198519168435,4.90911112135878,0.0983279449493119,-1.50873912052995,0.00871129047841733,-5.4078236392388,-0.183811044930697,0,-1
76595,-0.719759214377898,0.707648652614124,1.33299126729563,0.180317615497708,-0.275898623265684,0.108064243341295,0.117070083272895,0.448183211707644,0.0199458808647572,-0.341180539710305,0.912932112472346,0.687555542366724,-1.00699435498434,0.186415575592702,-1.07711744697746,-0.552192217426005,0.263368876369373,-0.298357859893854,0.183320232545488,-0.218877308669386,0.130853546799785,0.557370927987094,-0.0214809467763619,0.255058631062649,-0.73117236194228,0.222463252018996,-0.254999899499459,-0.124744775510995,11.5,1
1518,-2.5985393757037,2.0472792308488,0.511801605972583,-0.881591999702736,-0.703985063606771,-0.885713849567534,0.121113335726476,0.688916053428001,0.517716962986834,0.926297362472669,1.15576725582683,1.36336990038185,0.262687048924339,0.0369602559081229,-1.00390091561011,0.174943917309845,-0.320809828824626,-0.252987433786062,-0.135489051116061,0.362620296417859,-0.280945475150951,-0.2691144530409,0.199947383244998,0.546685086635335,0.0530646170731833,0.261339899568634,0.357347506675776,0.0825992151245527,5,1
41353,-15.0209806030789,8.07523975163174,-16.2980905380446,5.66482005292134,-11.9181533731348,-4.24695712395156,-14.7166675516611,9.43508432139337,-6.7953981269244,-15.1241628144947,6.03766622940467,-11.6767222367813,1.32697878633103,-12.3816058947985,-0.0716392778020956,-9.48414337021449,-19.6718814509262,-7.64327282087749,1.16906441801605,-0.995786857833133,2.52511546344786,-0.832074336953531,-0.186116823393738,0.429780833741005,0.697102812320081,0.0560310740941657,-1.31088762047629,-0.707402991270252,34.12,-1
128593,1.61136243748161,-0.563445366829925,-0.576150846420576,1.20190743835303,0.618137454485173,2.40594554336664,-0.654895026200153,0.787046557313429,0.872228175235974,-0.0647705499502257,1.37329026867917,1.7958201536628,-0.294527676117697,0.0384972035942872,-0.785257904990777,-1.4746625923504,0.892204761853784,-2.30488220609318,-1.06782892079305,-0.281067319774695,-0.324341943634728,-0.673868492902707,0.546843865588081,-0.665755911492032,-0.667095845034642,-1.03823625939011,0.107905625516036,-0.038481511390333,59.99,1
127085,-0.606791238064586,0.561166938876063,0.765046725528822,2.257528209102,1.07643674778545,1.83679585953484,1.20814042235746,0.432716533366864,-0.924210896070158,0.0358066358642248,-1.38754462317929,0.230715742419579,0.162225522310938,-0.46557655990232,-2.47497485116853,-0.122700503491434,-0.157155781783607,-1.88265067568175,-3.83437721822362,-0.185671511407575,0.440802744992706,1.32562985869498,0.37562644624969,-1.04533423780428,-1.03988763589701,-0.185344651900448,0.248049086847842,0.268854263131774,156.93,1
63088,1.08173202348547,-0.811589772859748,0.400438018944053,-0.0423434898819016,-0.505208940949383,0.89810381553447,-0.695602634675904,0.309955302609309,1.42556083955355,-0.511598781180799,-1.980150284101,-0.285492024115784,-0.701385773093283,-0.406732803099876,0.164236323283896,0.0512380749282142,-0.0306167281997608,-0.499205529438108,0.610661316247172,0.0716272362421369,-0.251026644717419,-0.681741034671802,-0.136195063970871,-1.26169810253192,0.184264345415383,1.05156374212527,-0.043127907882929,0.0114653924126473,104.02,1
62059,-1.64440309669641,3.1298519330804,-2.57697682172296,3.41557336328899,-0.448525407316687,-1.24189285626533,-1.9916521878557,1.00266488963021,-2.8090712430123,-4.15369240632128,1.39818511854919,-5.65326970240352,-1.23369413839885,-6.332512814541,0.458714800173025,-1.98360960777769,-4.92916202340023,-1.03848208531443,-0.133819199948815,0.290186829391141,0.417762091477206,-0.648575871519649,-0.318617393380036,-0.680412931832076,0.389868676205949,0.0557502963989842,0.394681955439504,0.298820725838569,6.62,-1
14467,1.16141743413674,-0.213995238130839,0.829593686168601,0.173845234393267,-0.730170228472875,-0.0764040111975001,-0.730558488236258,0.177526342554248,1.72243194524025,-0.346657091974583,2.278447308772,-2.46933059359638,0.0409622929739472,2.02684639135034,0.312282373322675,0.469171749658654,0.414776233949113,0.404574839136973,-0.45963001559375,-0.208726979056985,-0.00692649493990173,0.160766293993942,0.0223600231763897,0.00245594248490844,0.0492413809739626,1.0487156903172,-0.0873817908106325,-0.0113962358585179,14.95,1
